ライセンスリスク,チーム,リポジトリ/プロジェクトグループ,マニフェスト/プロジェクト,パッケージタイプ,ソフトウェア,ライセンス,"OSI 認定なしのライセンスを含む",プロジェクトサイト,ソースコードリポジトリ,パッケージリポジトリ
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,axios@1.6.8,MIT,false,,,"https://www.npmjs.com/package/axios"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,call-bind@1.0.7,MIT,false,,,"https://www.npmjs.com/package/call-bind"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,cliui@7.0.4,ISC,false,,,"https://www.npmjs.com/package/cliui"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,color-convert@2.0.1,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,color-name@1.1.4,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,combined-stream@1.0.8,MIT,false,,,"https://www.npmjs.com/package/combined-stream"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,core-js@3.37.1,MIT,false,,,"https://www.npmjs.com/package/core-js"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,"define-data-property@1.1.4",MIT,false,,,"https://www.npmjs.com/package/define-data-property"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,delayed-stream@1.0.0,MIT,false,,,"https://www.npmjs.com/package/delayed-stream"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,emoji-regex@8.0.0,MIT,false,,,"https://www.npmjs.com/package/emoji-regex"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,es-define-property@1.0.0,MIT,false,,,"https://www.npmjs.com/package/es-define-property"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,es-errors@1.3.0,MIT,false,,,"https://www.npmjs.com/package/es-errors"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,escalade@3.1.2,MIT,false,,,"https://www.npmjs.com/package/escalade"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,file-saver@2.0.5,MIT,false,,,"https://www.npmjs.com/package/file-saver"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,follow-redirects@1.15.6,MIT,false,,,"https://www.npmjs.com/package/follow-redirects"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,form-data@4.0.0,MIT,false,,,"https://www.npmjs.com/package/form-data"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,function-bind@1.1.2,MIT,false,,,"https://www.npmjs.com/package/function-bind"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,get-caller-file@2.0.5,ISC,false,,,"https://www.npmjs.com/package/get-caller-file"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,get-intrinsic@1.2.4,MIT,false,,,"https://www.npmjs.com/package/get-intrinsic"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,gopd@1.0.1,MIT,false,,,"https://www.npmjs.com/package/gopd"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,"has-property-descriptors@1.0.2",MIT,false,,,"https://www.npmjs.com/package/has-property-descriptors"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,has-proto@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has-proto"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,has-symbols@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has-symbols"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,hasown@2.0.2,MIT,false,,,"https://www.npmjs.com/package/hasown"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,"is-fullwidth-code-point@3.0.0",MIT,false,,,"https://www.npmjs.com/package/is-fullwidth-code-point"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,js-base64@3.7.7,BSD-3-Clause,false,,,"https://www.npmjs.com/package/js-base64"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,mime@3.0.0,MIT,false,,,"https://www.npmjs.com/package/mime"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,mime-db@1.48.0,MIT,false,,,"https://www.npmjs.com/package/mime-db"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,mime-types@2.1.31,MIT,false,,,"https://www.npmjs.com/package/mime-types"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,object-inspect@1.13.1,MIT,false,,,"https://www.npmjs.com/package/object-inspect"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,proxy-from-env@1.1.0,MIT,false,,,"https://www.npmjs.com/package/proxy-from-env"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,qs@6.12.1,BSD-3-Clause,false,,,"https://www.npmjs.com/package/qs"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,require-directory@2.1.1,MIT,false,,,"https://www.npmjs.com/package/require-directory"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,"set-function-length@1.2.2",MIT,false,,,"https://www.npmjs.com/package/set-function-length"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,side-channel@1.0.6,MIT,false,,,"https://www.npmjs.com/package/side-channel"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,string-width@4.2.2,MIT,false,,,"https://www.npmjs.com/package/string-width"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,strip-ansi@6.0.0,MIT,false,,,"https://www.npmjs.com/package/strip-ansi"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,wrap-ansi@7.0.0,MIT,false,,,"https://www.npmjs.com/package/wrap-ansi"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,y18n@5.0.8,ISC,false,,,"https://www.npmjs.com/package/y18n"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,yargs@16.2.0,MIT,false,,,"https://www.npmjs.com/package/yargs"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-field-concatenation@npm",npm,yargs-parser@20.2.4,ISC,false,,,"https://www.npmjs.com/package/yargs-parser"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,@actions/core@1.10.0,MIT,false,,,"https://www.npmjs.com/package/@actions/core"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@actions/http-client@2.0.1",MIT,false,,,"https://www.npmjs.com/package/@actions/http-client"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,@babel/runtime@7.25.6,MIT,false,,,"https://www.npmjs.com/package/@babel/runtime"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@babel/runtime-corejs3@7.20.13",MIT,false,,,"https://www.npmjs.com/package/@babel/runtime-corejs3"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@kintone-plugins/components-js@1.0.7",,false,,,"https://www.npmjs.com/package/@kintone-plugins/components-js"
ライセンス未特定,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@kintone-plugins/free-plugin-usage-regions@1.0.4",,false,,,"https://www.npmjs.com/package/@kintone-plugins/free-plugin-usage-regions"
ライセンス未特定,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@kintone-plugins/kintone-plugin-crypto@1.0.3",,false,,,"https://www.npmjs.com/package/@kintone-plugins/kintone-plugin-crypto"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@kintone-plugins/plugin-setting-layout@1.2.1",,false,,,"https://www.npmjs.com/package/@kintone-plugins/plugin-setting-layout"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@kintone/kintone-ui-component@0.9.3",MIT,false,,,"https://www.npmjs.com/package/@kintone/kintone-ui-component"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@lit-labs/ssr-dom-shim@1.2.1",BSD-3-Clause,false,,,"https://www.npmjs.com/package/@lit-labs/ssr-dom-shim"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@lit/reactive-element@2.0.4",BSD-3-Clause,false,,,"https://www.npmjs.com/package/@lit/reactive-element"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,@mdi/js@7.1.96,Apache-2.0,false,,,"https://www.npmjs.com/package/@mdi/js"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,@mdi/light-js@0.2.63,MIT,false,,,"https://www.npmjs.com/package/@mdi/light-js"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@types/trusted-types@2.0.7",MIT,false,,,"https://www.npmjs.com/package/@types/trusted-types"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"@webcomponents/webcomponentsjs@2.8.0",BSD-3-Clause,false,,,"https://www.npmjs.com/package/@webcomponents/webcomponentsjs"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,ansi-regex@5.0.1,MIT,false,,,"https://www.npmjs.com/package/ansi-regex"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,ansi-styles@4.3.0,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,cliui@7.0.4,ISC,false,,,"https://www.npmjs.com/package/cliui"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,color-convert@2.0.1,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,color-name@1.1.4,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,core-js@3.38.1,MIT,false,,,"https://www.npmjs.com/package/core-js"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,core-js-pure@3.28.0,MIT,false,,,"https://www.npmjs.com/package/core-js-pure"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,emoji-regex@8.0.0,MIT,false,,,"https://www.npmjs.com/package/emoji-regex"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,escalade@3.2.0,MIT,false,,,"https://www.npmjs.com/package/escalade"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,file-saver@2.0.5,MIT,false,,,"https://www.npmjs.com/package/file-saver"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,get-caller-file@2.0.5,ISC,false,,,"https://www.npmjs.com/package/get-caller-file"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,i18next@23.15.1,MIT,false,,,"https://www.npmjs.com/package/i18next"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"is-fullwidth-code-point@3.0.0",MIT,false,,,"https://www.npmjs.com/package/is-fullwidth-code-point"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,jquery@3.6.4,MIT,false,,,"https://www.npmjs.com/package/jquery"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"kintone-ui-component@1.17.1",MIT,false,,,"https://www.npmjs.com/package/kintone-ui-component"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,lit@3.2.0,BSD-3-Clause,false,,,"https://www.npmjs.com/package/lit"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,lit-element@4.1.0,BSD-3-Clause,false,,,"https://www.npmjs.com/package/lit-element"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,lit-html@3.2.0,BSD-3-Clause,false,,,"https://www.npmjs.com/package/lit-html"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"regenerator-runtime@0.13.11",MIT,false,,,"https://www.npmjs.com/package/regenerator-runtime"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,"regenerator-runtime@0.14.1",MIT,false,,,"https://www.npmjs.com/package/regenerator-runtime"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,require-directory@2.1.1,MIT,false,,,"https://www.npmjs.com/package/require-directory"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,string-width@4.2.3,MIT,false,,,"https://www.npmjs.com/package/string-width"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,strip-ansi@6.0.1,MIT,false,,,"https://www.npmjs.com/package/strip-ansi"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,tunnel@0.0.6,MIT,false,,,"https://www.npmjs.com/package/tunnel"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,uuid@8.3.2,MIT,false,,,"https://www.npmjs.com/package/uuid"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,uuid@9.0.1,MIT,false,,,"https://www.npmjs.com/package/uuid"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,wrap-ansi@7.0.0,MIT,false,,,"https://www.npmjs.com/package/wrap-ansi"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,y18n@5.0.8,ISC,false,,,"https://www.npmjs.com/package/y18n"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,yargs@16.2.0,MIT,false,,,"https://www.npmjs.com/package/yargs"
,"System Development",kintone-plugins-us,"@kintone-plugins/table-lookup@npm",npm,yargs-parser@20.2.9,ISC,false,,,"https://www.npmjs.com/package/yargs-parser"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@actions/core@1.10.0,MIT,false,,,"https://www.npmjs.com/package/@actions/core"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@actions/http-client@2.0.1",MIT,false,,,"https://www.npmjs.com/package/@actions/http-client"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@babel/code-frame@7.23.5,MIT,false,,,"https://www.npmjs.com/package/@babel/code-frame"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@babel/helper-validator-identifier@7.22.20",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-validator-identifier"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@babel/highlight@7.23.4,MIT,false,,,"https://www.npmjs.com/package/@babel/highlight"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@babel/runtime@7.24.7,MIT,false,,,"https://www.npmjs.com/package/@babel/runtime"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/checkbox@2.5.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/checkbox"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/confirm@3.2.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/confirm"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/core@9.1.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/core"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/editor@2.2.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/editor"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/expand@2.3.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/expand"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/figures@1.0.5,MIT,false,,,"https://www.npmjs.com/package/@inquirer/figures"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/input@2.3.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/input"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/number@1.1.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/number"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/password@2.2.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/password"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/prompts@5.5.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/prompts"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/rawlist@2.3.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/rawlist"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/search@1.1.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/search"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/select@2.5.0,MIT,false,,,"https://www.npmjs.com/package/@inquirer/select"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@inquirer/type@1.5.3,MIT,false,,,"https://www.npmjs.com/package/@inquirer/type"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@kintone-plugins/components-js@1.0.7",,false,,,"https://www.npmjs.com/package/@kintone-plugins/components-js"
ライセンス未特定,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@kintone-plugins/free-plugin-usage-regions@1.0.4",,false,,,"https://www.npmjs.com/package/@kintone-plugins/free-plugin-usage-regions"
ライセンス未特定,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@kintone-plugins/kintone-plugin-crypto@1.0.3",,false,,,"https://www.npmjs.com/package/@kintone-plugins/kintone-plugin-crypto"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@kintone-plugins/plugin-setting-layout@1.2.1",,false,,,"https://www.npmjs.com/package/@kintone-plugins/plugin-setting-layout"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@kintone/kintone-ui-component@0.9.2",MIT,false,,,"https://www.npmjs.com/package/@kintone/kintone-ui-component"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@kintone/plugin-uploader@9.1.3",MIT,false,,,"https://www.npmjs.com/package/@kintone/plugin-uploader"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@lit-labs/ssr-dom-shim@1.1.1",BSD-3-Clause,false,,,"https://www.npmjs.com/package/@lit-labs/ssr-dom-shim"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@lit/reactive-element@1.6.1",BSD-3-Clause,false,,,"https://www.npmjs.com/package/@lit/reactive-element"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@mdi/js@7.0.96,Apache-2.0,false,,,"https://www.npmjs.com/package/@mdi/js"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@mdi/light-js@0.2.63,MIT,false,,,"https://www.npmjs.com/package/@mdi/light-js"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@puppeteer/browsers@2.4.0",Apache-2.0,false,,,"https://www.npmjs.com/package/@puppeteer/browsers"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@tootallnate/quickjs-emscripten@0.23.0",MIT,false,,,"https://www.npmjs.com/package/@tootallnate/quickjs-emscripten"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@types/minimist@1.2.1,MIT,false,,,"https://www.npmjs.com/package/@types/minimist"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@types/mute-stream@0.0.4,MIT,false,,,"https://www.npmjs.com/package/@types/mute-stream"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@types/node@22.5.4,MIT,false,,,"https://www.npmjs.com/package/@types/node"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@types/normalize-package-data@2.4.1",MIT,false,,,"https://www.npmjs.com/package/@types/normalize-package-data"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@types/trusted-types@2.0.3",MIT,false,,,"https://www.npmjs.com/package/@types/trusted-types"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@types/uuid@9.0.1,MIT,false,,,"https://www.npmjs.com/package/@types/uuid"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@types/wrap-ansi@3.0.0,MIT,false,,,"https://www.npmjs.com/package/@types/wrap-ansi"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,@types/yauzl@2.10.3,MIT,false,,,"https://www.npmjs.com/package/@types/yauzl"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,"@webcomponents/webcomponentsjs@2.8.0",BSD-3-Clause,false,,,"https://www.npmjs.com/package/@webcomponents/webcomponentsjs"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,agent-base@7.1.1,MIT,false,,,"https://www.npmjs.com/package/agent-base"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,ansi-escapes@4.3.2,MIT,false,,,"https://www.npmjs.com/package/ansi-escapes"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,ansi-regex@5.0.1,MIT,false,,,"https://www.npmjs.com/package/ansi-regex"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,ansi-styles@3.2.1,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,ansi-styles@4.3.0,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,argparse@2.0.1,Python-2.0,false,,,"https://www.npmjs.com/package/argparse"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,arrify@1.0.1,MIT,false,,,"https://www.npmjs.com/package/arrify"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,ast-types@0.13.4,MIT,false,,,"https://www.npmjs.com/package/ast-types"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,b4a@1.6.6,Apache-2.0,false,,,"https://www.npmjs.com/package/b4a"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,bare-events@2.4.2,Apache-2.0,false,,,"https://www.npmjs.com/package/bare-events"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,bare-fs@2.3.4,Apache-2.0,false,,,"https://www.npmjs.com/package/bare-fs"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,bare-os@2.4.2,Apache-2.0,false,,,"https://www.npmjs.com/package/bare-os"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,bare-path@2.1.3,Apache-2.0,false,,,"https://www.npmjs.com/package/bare-path"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,bare-stream@2.3.0,Apache-2.0,false,,,"https://www.npmjs.com/package/bare-stream"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,base64-js@1.5.1,MIT,false,,,"https://www.npmjs.com/package/base64-js"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,basic-ftp@5.0.5,MIT,false,,,"https://www.npmjs.com/package/basic-ftp"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,buffer@5.7.1,MIT,false,,,"https://www.npmjs.com/package/buffer"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,buffer-crc32@0.2.13,MIT,false,,,"https://www.npmjs.com/package/buffer-crc32"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,callsites@3.1.0,MIT,false,,,"https://www.npmjs.com/package/callsites"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,camelcase@5.3.1,MIT,false,,,"https://www.npmjs.com/package/camelcase"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,camelcase-keys@6.2.2,MIT,false,,,"https://www.npmjs.com/package/camelcase-keys"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,chalk@2.4.2,MIT,false,,,"https://www.npmjs.com/package/chalk"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,chalk@4.1.2,MIT,false,,,"https://www.npmjs.com/package/chalk"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,chardet@0.7.0,MIT,false,,,"https://www.npmjs.com/package/chardet"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,chromium-bidi@0.6.5,Apache-2.0,false,,,"https://www.npmjs.com/package/chromium-bidi"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,cli-spinners@2.9.2,MIT,false,,,"https://www.npmjs.com/package/cli-spinners"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,cli-width@4.1.0,ISC,false,,,"https://www.npmjs.com/package/cli-width"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,cliui@7.0.4,ISC,false,,,"https://www.npmjs.com/package/cliui"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,cliui@8.0.1,ISC,false,,,"https://www.npmjs.com/package/cliui"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,color-convert@1.9.3,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,color-convert@2.0.1,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,color-name@1.1.3,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,color-name@1.1.4,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,core-js@3.30.2,MIT,false,,,"https://www.npmjs.com/package/core-js"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,cosmiconfig@9.0.0,MIT,false,,,"https://www.npmjs.com/package/cosmiconfig"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,cross-spawn@7.0.3,MIT,false,,,"https://www.npmjs.com/package/cross-spawn"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,data-uri-to-buffer@6.0.2,MIT,false,,,"https://www.npmjs.com/package/data-uri-to-buffer"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,debug@4.3.7,MIT,false,,,"https://www.npmjs.com/package/debug"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,decamelize@1.2.0,MIT,false,,,"https://www.npmjs.com/package/decamelize"
,"System Development",kintone-plugins-us,"@kintone-plugins/text-connect@npm",npm,decamelize-keys@1.1.0,MIT,false,,,"https://www.npmjs.com/package/decamelize-keys"
