ライセンスリスク,チーム,リポジトリ/プロジェクトグループ,マニフェスト/プロジェクト,パッケージタイプ,ソフトウェア,ライセンス,"OSI 認定なしのライセンスを含む",プロジェクトサイト,ソースコードリポジトリ,パッケージリポジトリ
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,ansi-regex@5.0.1,MIT,false,,,"https://www.npmjs.com/package/ansi-regex"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,ansi-styles@4.3.0,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,balanced-match@1.0.2,MIT,false,,,"https://www.npmjs.com/package/balanced-match"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,brace-expansion@1.1.11,MIT,false,,,"https://www.npmjs.com/package/brace-expansion"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,cliui@7.0.4,ISC,false,,,"https://www.npmjs.com/package/cliui"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,color-convert@2.0.1,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,color-name@1.1.4,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,concat-map@0.0.1,MIT,false,,,"https://www.npmjs.com/package/concat-map"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,emoji-regex@8.0.0,MIT,false,,,"https://www.npmjs.com/package/emoji-regex"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,escalade@3.1.1,MIT,false,,,"https://www.npmjs.com/package/escalade"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,fs.realpath@1.0.0,ISC,false,,,"https://www.npmjs.com/package/fs.realpath"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,function-bind@1.1.1,MIT,false,,,"https://www.npmjs.com/package/function-bind"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,get-caller-file@2.0.5,ISC,false,,,"https://www.npmjs.com/package/get-caller-file"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,glob@7.1.6,ISC,false,,,"https://www.npmjs.com/package/glob"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,has@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,inflight@1.0.6,ISC,false,,,"https://www.npmjs.com/package/inflight"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,inherits@2.0.4,ISC,false,,,"https://www.npmjs.com/package/inherits"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,interpret@1.4.0,MIT,false,,,"https://www.npmjs.com/package/interpret"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,is-core-module@2.3.0,MIT,false,,,"https://www.npmjs.com/package/is-core-module"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,"is-fullwidth-code-point@3.0.0",MIT,false,,,"https://www.npmjs.com/package/is-fullwidth-code-point"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,minimatch@3.1.2,ISC,false,,,"https://www.npmjs.com/package/minimatch"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,once@1.4.0,ISC,false,,,"https://www.npmjs.com/package/once"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,path-is-absolute@1.0.1,MIT,false,,,"https://www.npmjs.com/package/path-is-absolute"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,path-parse@1.0.7,MIT,false,,,"https://www.npmjs.com/package/path-parse"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,rechoir@0.6.2,MIT,false,,,"https://www.npmjs.com/package/rechoir"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,require-directory@2.1.1,MIT,false,,,"https://www.npmjs.com/package/require-directory"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,resolve@1.20.0,MIT,false,,,"https://www.npmjs.com/package/resolve"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,shelljs@0.8.5,BSD-3-Clause,false,,,"https://www.npmjs.com/package/shelljs"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,string-width@4.2.2,MIT,false,,,"https://www.npmjs.com/package/string-width"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,strip-ansi@6.0.0,MIT,false,,,"https://www.npmjs.com/package/strip-ansi"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,wrap-ansi@7.0.0,MIT,false,,,"https://www.npmjs.com/package/wrap-ansi"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,wrappy@1.0.2,ISC,false,,,"https://www.npmjs.com/package/wrappy"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,y18n@5.0.8,ISC,false,,,"https://www.npmjs.com/package/y18n"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,yargs@16.2.0,MIT,false,,,"https://www.npmjs.com/package/yargs"
,"System Development",SC,"@sc/yamory-automation-scanning@npm",npm,yargs-parser@20.2.7,ISC,false,,,"https://www.npmjs.com/package/yargs-parser"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,ansi-regex@5.0.1,MIT,false,,,"https://www.npmjs.com/package/ansi-regex"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,ansi-styles@4.3.0,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,chalk@5.3.0,MIT,false,,,"https://www.npmjs.com/package/chalk"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,cliui@8.0.1,ISC,false,,,"https://www.npmjs.com/package/cliui"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,color-convert@2.0.1,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,color-name@1.1.4,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,emoji-regex@8.0.0,MIT,false,,,"https://www.npmjs.com/package/emoji-regex"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,escalade@3.1.1,MIT,false,,,"https://www.npmjs.com/package/escalade"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,get-caller-file@2.0.5,ISC,false,,,"https://www.npmjs.com/package/get-caller-file"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,"is-fullwidth-code-point@3.0.0",MIT,false,,,"https://www.npmjs.com/package/is-fullwidth-code-point"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,ncp@2.0.0,MIT,false,,,"https://www.npmjs.com/package/ncp"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,require-directory@2.1.1,MIT,false,,,"https://www.npmjs.com/package/require-directory"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,string-width@4.2.3,MIT,false,,,"https://www.npmjs.com/package/string-width"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,strip-ansi@6.0.1,MIT,false,,,"https://www.npmjs.com/package/strip-ansi"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,wrap-ansi@7.0.0,MIT,false,,,"https://www.npmjs.com/package/wrap-ansi"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,y18n@5.0.8,ISC,false,,,"https://www.npmjs.com/package/y18n"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,yargs@17.7.2,MIT,false,,,"https://www.npmjs.com/package/yargs"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/create-garoon-plugin@yarn",npm,yargs-parser@21.1.1,ISC,false,,,"https://www.npmjs.com/package/yargs-parser"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,"@kintone/rest-api-client@5.6.0",MIT,false,,,"https://www.npmjs.com/package/@kintone/rest-api-client"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,asynckit@0.4.0,MIT,false,,,"https://www.npmjs.com/package/asynckit"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,axios@1.7.9,MIT,false,,,"https://www.npmjs.com/package/axios"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,call-bind@1.0.7,MIT,false,,,"https://www.npmjs.com/package/call-bind"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,combined-stream@1.0.8,MIT,false,,,"https://www.npmjs.com/package/combined-stream"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,core-js@3.39.0,MIT,false,,,"https://www.npmjs.com/package/core-js"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,"define-data-property@1.1.4",MIT,false,,,"https://www.npmjs.com/package/define-data-property"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,delayed-stream@1.0.0,MIT,false,,,"https://www.npmjs.com/package/delayed-stream"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,dotenv@16.4.7,BSD-2-Clause,false,,,"https://www.npmjs.com/package/dotenv"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,es-define-property@1.0.0,MIT,false,,,"https://www.npmjs.com/package/es-define-property"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,es-errors@1.3.0,MIT,false,,,"https://www.npmjs.com/package/es-errors"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,follow-redirects@1.15.6,MIT,false,,,"https://www.npmjs.com/package/follow-redirects"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,form-data@4.0.0,MIT,false,,,"https://www.npmjs.com/package/form-data"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,function-bind@1.1.1,MIT,false,,,"https://www.npmjs.com/package/function-bind"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,function-bind@1.1.2,MIT,false,,,"https://www.npmjs.com/package/function-bind"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,get-intrinsic@1.1.3,MIT,false,,,"https://www.npmjs.com/package/get-intrinsic"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,get-intrinsic@1.2.4,MIT,false,,,"https://www.npmjs.com/package/get-intrinsic"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,gopd@1.0.1,MIT,false,,,"https://www.npmjs.com/package/gopd"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,has@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,"has-property-descriptors@1.0.2",MIT,false,,,"https://www.npmjs.com/package/has-property-descriptors"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,has-proto@1.0.1,MIT,false,,,"https://www.npmjs.com/package/has-proto"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,has-symbols@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has-symbols"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,hasown@2.0.2,MIT,false,,,"https://www.npmjs.com/package/hasown"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,js-base64@3.7.7,BSD-3-Clause,false,,,"https://www.npmjs.com/package/js-base64"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,mime@3.0.0,MIT,false,,,"https://www.npmjs.com/package/mime"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,mime-db@1.52.0,MIT,false,,,"https://www.npmjs.com/package/mime-db"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,mime-types@2.1.35,MIT,false,,,"https://www.npmjs.com/package/mime-types"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,object-inspect@1.13.1,MIT,false,,,"https://www.npmjs.com/package/object-inspect"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,proxy-from-env@1.1.0,MIT,false,,,"https://www.npmjs.com/package/proxy-from-env"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,qs@6.13.1,BSD-3-Clause,false,,,"https://www.npmjs.com/package/qs"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,"set-function-length@1.2.2",MIT,false,,,"https://www.npmjs.com/package/set-function-length"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/release-for-kintone@yarn",npm,side-channel@1.0.6,MIT,false,,,"https://www.npmjs.com/package/side-channel"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/ui-components@yarn",npm,"@holiday-jp/holiday_jp@2.4.0",MIT,false,,,"https://www.npmjs.com/package/@holiday-jp/holiday_jp"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/ui-components@yarn",npm,js-tokens@4.0.0,MIT,false,,,"https://www.npmjs.com/package/js-tokens"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/ui-components@yarn",npm,loose-envify@1.4.0,MIT,false,,,"https://www.npmjs.com/package/loose-envify"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/ui-components@yarn",npm,react@18.3.1,MIT,false,,,"https://www.npmjs.com/package/react"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/ui-components@yarn",npm,react-dom@18.3.1,MIT,false,,,"https://www.npmjs.com/package/react-dom"
,"System Development",cybozu-garoon-plugin,"@cy-gr-plugin/ui-components@yarn",npm,scheduler@0.23.2,MIT,false,,,"https://www.npmjs.com/package/scheduler"
,"System Development",cybozu-garoon-plugin,copy-appointments@yarn,npm,"@holiday-jp/holiday_jp@2.4.0",MIT,false,,,"https://www.npmjs.com/package/@holiday-jp/holiday_jp"
,"System Development",cybozu-garoon-plugin,copy-appointments@yarn,npm,@types/luxon@3.4.2,MIT,false,,,"https://www.npmjs.com/package/@types/luxon"
,"System Development",cybozu-garoon-plugin,copy-appointments@yarn,npm,luxon@3.5.0,MIT,false,,,"https://www.npmjs.com/package/luxon"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,@babel/runtime@7.23.4,MIT,false,,,"https://www.npmjs.com/package/@babel/runtime"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,@react-dnd/asap@5.0.2,MIT,false,,,"https://www.npmjs.com/package/@react-dnd/asap"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,"@react-dnd/invariant@4.0.2",MIT,false,,,"https://www.npmjs.com/package/@react-dnd/invariant"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,"@react-dnd/shallowequal@4.0.2",MIT,false,,,"https://www.npmjs.com/package/@react-dnd/shallowequal"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,@reduxjs/toolkit@2.3.0,MIT,false,,,"https://www.npmjs.com/package/@reduxjs/toolkit"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,"@types/use-sync-external-store@0.0.3",MIT,false,,,"https://www.npmjs.com/package/@types/use-sync-external-store"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,dnd-core@16.0.1,MIT,false,,,"https://www.npmjs.com/package/dnd-core"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,fast-deep-equal@3.1.3,MIT,false,,,"https://www.npmjs.com/package/fast-deep-equal"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,"hoist-non-react-statics@3.3.2",BSD-3-Clause,false,,,"https://www.npmjs.com/package/hoist-non-react-statics"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,immer@10.1.1,MIT,false,,,"https://www.npmjs.com/package/immer"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,react-dnd@16.0.1,MIT,false,,,"https://www.npmjs.com/package/react-dnd"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,"react-dnd-html5-backend@16.0.1",MIT,false,,,"https://www.npmjs.com/package/react-dnd-html5-backend"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,"react-dnd-touch-backend@16.0.1",MIT,false,,,"https://www.npmjs.com/package/react-dnd-touch-backend"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,react-is@16.13.1,MIT,false,,,"https://www.npmjs.com/package/react-is"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,react-redux@9.1.2,MIT,false,,,"https://www.npmjs.com/package/react-redux"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,redux@4.2.1,MIT,false,,,"https://www.npmjs.com/package/redux"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,redux@5.0.1,MIT,false,,,"https://www.npmjs.com/package/redux"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,redux-thunk@3.1.0,MIT,false,,,"https://www.npmjs.com/package/redux-thunk"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,"regenerator-runtime@0.14.0",MIT,false,,,"https://www.npmjs.com/package/regenerator-runtime"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,reselect@5.1.0,MIT,false,,,"https://www.npmjs.com/package/reselect"
,"System Development",cybozu-garoon-plugin,"create-company-portal@yarn",npm,"use-sync-external-store@1.2.0",MIT,false,,,"https://www.npmjs.com/package/use-sync-external-store"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@babel/code-frame@7.16.7,MIT,false,,,"https://www.npmjs.com/package/@babel/code-frame"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@babel/generator@7.17.0,MIT,false,,,"https://www.npmjs.com/package/@babel/generator"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@babel/helper-annotate-as-pure@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-annotate-as-pure"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@babel/helper-environment-visitor@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-environment-visitor"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@babel/helper-function-name@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-function-name"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@babel/helper-get-function-arity@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-get-function-arity"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@babel/helper-hoist-variables@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-hoist-variables"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@babel/helper-module-imports@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-module-imports"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@babel/helper-split-export-declaration@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-split-export-declaration"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@babel/helper-validator-identifier@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-validator-identifier"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@babel/highlight@7.16.10,MIT,false,,,"https://www.npmjs.com/package/@babel/highlight"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@babel/parser@7.17.0,MIT,false,,,"https://www.npmjs.com/package/@babel/parser"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@babel/runtime@7.17.2,MIT,false,,,"https://www.npmjs.com/package/@babel/runtime"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@babel/template@7.16.7,MIT,false,,,"https://www.npmjs.com/package/@babel/template"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@babel/traverse@7.17.0,MIT,false,,,"https://www.npmjs.com/package/@babel/traverse"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@babel/types@7.17.0,MIT,false,,,"https://www.npmjs.com/package/@babel/types"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@emotion/hash@0.8.0,MIT,false,,,"https://www.npmjs.com/package/@emotion/hash"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@emotion/is-prop-valid@0.8.8",MIT,false,,,"https://www.npmjs.com/package/@emotion/is-prop-valid"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@emotion/memoize@0.7.4,MIT,false,,,"https://www.npmjs.com/package/@emotion/memoize"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@emotion/stylis@0.8.5,MIT,false,,,"https://www.npmjs.com/package/@emotion/stylis"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@emotion/unitless@0.7.5,MIT,false,,,"https://www.npmjs.com/package/@emotion/unitless"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@material-ui/core@4.12.3,MIT,false,,,"https://www.npmjs.com/package/@material-ui/core"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@material-ui/icons@4.11.2",MIT,false,,,"https://www.npmjs.com/package/@material-ui/icons"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@material-ui/styles@4.11.4",MIT,false,,,"https://www.npmjs.com/package/@material-ui/styles"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@material-ui/system@4.12.1",MIT,false,,,"https://www.npmjs.com/package/@material-ui/system"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@material-ui/types@5.1.0,MIT,false,,,"https://www.npmjs.com/package/@material-ui/types"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@material-ui/utils@4.11.2",MIT,false,,,"https://www.npmjs.com/package/@material-ui/utils"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@reduxjs/toolkit@1.7.2,MIT,false,,,"https://www.npmjs.com/package/@reduxjs/toolkit"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@types/hoist-non-react-statics@3.3.1",MIT,false,,,"https://www.npmjs.com/package/@types/hoist-non-react-statics"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@types/prop-types@15.7.4,MIT,false,,,"https://www.npmjs.com/package/@types/prop-types"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@types/react@17.0.39,MIT,false,,,"https://www.npmjs.com/package/@types/react"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@types/react-redux@7.1.22",MIT,false,,,"https://www.npmjs.com/package/@types/react-redux"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"@types/react-transition-group@4.4.4",MIT,false,,,"https://www.npmjs.com/package/@types/react-transition-group"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,@types/scheduler@0.16.2,MIT,false,,,"https://www.npmjs.com/package/@types/scheduler"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,ansi-styles@3.2.1,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"babel-plugin-styled-components@2.0.2",MIT,false,,,"https://www.npmjs.com/package/babel-plugin-styled-components"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"babel-plugin-syntax-jsx@6.18.0",MIT,false,,,"https://www.npmjs.com/package/babel-plugin-syntax-jsx"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,camelize@1.0.0,MIT,false,,,"https://www.npmjs.com/package/camelize"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,chalk@2.4.2,MIT,false,,,"https://www.npmjs.com/package/chalk"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,clsx@1.1.1,MIT,false,,,"https://www.npmjs.com/package/clsx"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,color-convert@1.9.3,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,color-name@1.1.3,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,css-color-keywords@1.0.0,ISC,false,,,"https://www.npmjs.com/package/css-color-keywords"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"css-to-react-native@3.0.0",MIT,false,,,"https://www.npmjs.com/package/css-to-react-native"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,css-vendor@2.0.8,MIT,false,,,"https://www.npmjs.com/package/css-vendor"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,csstype@2.6.19,MIT,false,,,"https://www.npmjs.com/package/csstype"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,csstype@3.0.10,MIT,false,,,"https://www.npmjs.com/package/csstype"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,debug@4.3.3,MIT,false,,,"https://www.npmjs.com/package/debug"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,deep-diff@0.3.8,MIT,false,,,"https://www.npmjs.com/package/deep-diff"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,dom-helpers@5.2.1,MIT,false,,,"https://www.npmjs.com/package/dom-helpers"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"escape-string-regexp@1.0.5",MIT,false,,,"https://www.npmjs.com/package/escape-string-regexp"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,globals@11.12.0,MIT,false,,,"https://www.npmjs.com/package/globals"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,has-flag@3.0.0,MIT,false,,,"https://www.npmjs.com/package/has-flag"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"hoist-non-react-statics@3.3.2",BSD-3-Clause,false,,,"https://www.npmjs.com/package/hoist-non-react-statics"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"hyphenate-style-name@1.0.4",BSD-3-Clause,false,,,"https://www.npmjs.com/package/hyphenate-style-name"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,immer@9.0.12,MIT,false,,,"https://www.npmjs.com/package/immer"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,is-in-browser@1.1.3,MIT,false,,,"https://www.npmjs.com/package/is-in-browser"
